PDB ID,Angle Alpha,Angle Beta,Angle Gamma,Length A,Length B,Length C,Space Group,Z-number
"2GRO","72.58","72.06","75.45","39.29","44.78","61.03","P 1","1"
"2GRP","71.08","71.11","75.02","39.43","45.09","60.87","P 1","1"
"2GRQ","72.35","71.89","75.35","39.28","44.81","61.01","P 1","1"
"2GRR","72.61","71.72","75.35","39.15","44.67","61.01","P 1","1"
"2GSX","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2GTL","89.69","97.15","90.98","176.08","257.96","436.53","P 1","3"
"2GU9","65.00","64.90","73.40","43.70","43.68","46.50","P 1","2"
"2GUM","67.04","77.99","70.31","84.96","100.04","100.13","P 1","3"
"2GV8","98.59","107.40","101.72","59.31","72.53","80.37","P 1","2"
"2GVC","107.73","90.76","106.50","72.70","84.45","113.51","P 1","4"
"2GW0","89.11","75.63","79.70","27.36","27.91","34.97","P 1","8"
"2GX2","61.17","70.85","86.21","73.09","106.16","110.07","P 1","12"
"2GXA","92.60","111.46","106.01","100.51","100.88","125.02","P 1","12"
"2GZ3","89.98","81.06","82.00","59.35","64.44","96.74","P 1","4"
"2GZR","111.47","89.69","102.99","36.22","36.98","44.21","P 1","1"
"2GZS","113.10","93.99","98.08","36.29","38.36","44.63","P 1","1"
"2GZW","91.25","101.95","103.70","45.37","57.15","90.74","P 1","4"
"2H0B","78.47","78.74","84.68","60.03","61.59","66.64","P 1","4"
"2H1P","91.82","98.57","107.84","43.79","51.25","60.18","P 1","1"
"2H2N","75.06","74.52","79.47","43.09","52.37","77.43","P 1","2"
"2H2U","100.94","106.51","99.32","42.89","52.41","77.81","P 1","2"
"2H4P","96.89","93.81","116.65","46.49","47.53","57.79","P 1","1"
"2H4T","70.65","73.62","88.06","73.77","73.80","90.56","P 1","2"
"2H50","90.00","90.00","90.00","238.08","238.08","238.08","P 1","24"
"2H53","90.00","90.00","90.00","238.08","238.08","238.08","P 1","24"
"2H6L","70.75","70.81","70.83","47.67","47.71","47.67","P 1","3"
"2H7V","92.08","103.38","115.79","66.40","75.52","99.77","P 1","2"
"2H98","69.55","89.51","77.63","37.45","51.04","59.12","P 1","2"
"2H9M","110.34","91.22","112.66","46.95","61.38","64.74","P 1","2"
"2H9N","71.15","89.31","66.05","46.74","56.94","64.79","P 1","2"
"2HB5","78.21","69.85","64.79","32.33","34.11","34.80","P 1","1"
"2HCT","106.26","91.85","95.25","41.72","52.82","65.58","P 1","2"
"2HD3","79.22","85.43","81.39","49.27","72.57","84.50","P 1","12"
"2HFF","109.42","100.96","96.10","38.71","72.99","89.92","P 1","2"
"2HH9","65.94","89.86","64.87","51.31","60.70","64.83","P 1","2"
"2HI5","90.00","90.00","90.00","100.00","100.00","17.40","P 1","1"
"2HII","89.80","86.36","78.33","36.52","87.18","135.87","P 1","2"
"2HIL","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2HJE","82.18","86.14","67.28","33.45","36.15","49.19","P 1","1"
"2HK8","94.64","94.16","91.81","37.36","73.96","192.11","P 1","8"
"2HKF","85.03","88.47","85.67","40.39","43.15","58.02","P 1","1"
"2HKH","85.30","88.45","84.29","40.98","43.15","57.37","P 1","1"
"2HLZ","105.06","107.33","93.09","66.93","71.67","82.69","P 1","4"
"2HQS","87.15","89.62","68.81","74.85","89.05","91.05","P 1","4"
"2HQX","90.03","105.32","99.72","30.78","37.68","40.20","P 1","2"
"2HRE","102.41","109.34","105.58","61.95","88.39","93.25","P 1","4"
"2HRT","103.90","94.64","90.11","127.33","134.87","140.84","P 1","6"
"2HTM","68.64","80.16","79.09","47.34","73.51","100.91","P 1","4"
"2HV7","73.91","89.97","73.31","80.04","86.10","95.10","P 1","8"
"2HWO","78.73","88.04","89.95","42.10","63.26","73.80","P 1","2"
"2HWP","100.74","89.81","90.20","42.06","63.01","73.69","P 1","2"
"2HXH","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2HY6","86.54","104.28","99.95","31.49","35.30","48.99","P 1","7"
"2I13","75.53","83.80","72.67","41.59","72.05","74.21","P 1","2"
"2I1U","88.37","88.15","66.67","26.48","29.23","30.95","P 1","1"
"2I2R","91.00","112.56","111.77","93.15","98.11","97.78","P 1","8"
"2I3D","92.25","115.17","99.82","46.55","50.58","54.84","P 1","2"
"2I48","87.33","80.50","75.31","44.54","49.64","57.78","P 1","1"
"2I49","87.57","81.20","75.20","44.66","49.68","57.57","P 1","1"
"2I4B","87.67","81.23","75.24","44.79","49.57","57.74","P 1","1"
"2I4C","87.40","80.80","75.40","44.24","49.24","57.20","P 1","1"
"2I65","108.76","92.01","96.38","41.45","50.72","65.20","P 1","2"
"2I66","105.93","91.80","95.22","41.71","52.81","65.42","P 1","2"
"2I67","109.36","91.22","97.38","41.89","51.15","65.64","P 1","2"
"2I68","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2I6A","97.76","103.70","89.95","61.85","66.93","87.14","P 1","4"
"2I6K","80.26","89.98","67.95","41.36","43.07","70.47","P 1","2"
"2I7D","68.92","81.69","74.99","39.62","47.15","62.38","P 1","2"
"2I7S","82.92","78.11","76.68","33.13","58.98","66.11","P 1","4"
"2I9A","107.62","92.11","95.75","47.60","64.33","64.62","P 1","4"
"2IC4","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2ICW","110.27","92.32","107.87","61.52","86.82","116.98","P 1","2"
"2ID0","107.80","98.36","91.40","55.76","118.43","122.38","P 1","4"
"2IED","97.21","85.81","102.87","54.69","63.52","65.18","P 1","4"
"2IFM","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2IFN","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2IFO","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2II1","73.95","88.91","86.63","43.76","69.61","94.98","P 1","4"
"2IIP","82.35","81.89","68.30","46.02","62.01","107.07","P 1","4"
"2IJM","99.81","103.55","90.69","45.43","51.65","66.54","P 1","2"
"2IJZ","60.12","60.10","60.16","134.68","134.55","134.60","P 1","12"
"2IKC","85.20","84.07","75.41","59.08","72.59","84.47","P 1","2"
"2INF","68.68","89.64","80.82","58.61","80.41","90.94","P 1","4"
"2IO7","70.67","74.36","78.22","60.01","75.54","84.06","P 1","2"
"2IO8","70.17","73.92","77.77","60.20","75.61","84.44","P 1","2"
"2IO9","70.44","74.17","78.06","59.91","75.48","84.01","P 1","2"
"2IOA","70.09","74.06","77.55","60.03","75.29","84.66","P 1","2"
"2IP2","97.47","105.37","108.09","46.97","62.41","68.75","P 1","2"
"2IPT","95.84","94.77","91.91","41.99","42.83","58.38","P 1","1"
"2IPU","72.32","86.08","86.02","43.07","70.33","74.20","P 1","2"
"2IQ9","95.81","94.81","91.11","41.56","42.78","58.35","P 1","1"
"2IQJ","90.10","108.89","105.13","34.81","38.51","47.39","P 1","2"
"2ISN","65.53","70.21","77.64","52.99","62.45","63.74","P 1","2"
"2ISY","110.18","96.57","108.29","41.95","44.74","49.64","P 1","2"
"2ISZ","106.57","104.85","99.66","53.83","69.74","76.46","P 1","4"
"2IT0","108.95","103.08","94.84","54.01","70.36","79.57","P 1","4"
"2IT2","104.60","102.90","109.30","37.43","53.90","53.21","P 1","2"
"2IU7","61.90","72.56","69.59","82.51","82.44","84.50","P 1","10"
"2IUO","70.02","71.81","66.34","76.60","80.75","82.28","P 1","10"
"2IUT","94.57","93.80","107.66","46.17","57.43","98.06","P 1","2"
"2IV1","61.90","72.35","69.56","82.24","82.60","84.30","P 1","10"
"2IV3","89.99","92.70","100.73","51.47","74.37","90.64","P 1","4"
"2IVB","69.86","71.38","66.43","76.50","80.60","82.11","P 1","10"
"2IVG","70.69","75.98","65.15","78.39","80.90","81.09","P 1","10"
"2IVK","74.45","73.56","75.56","64.64","64.71","79.16","P 1","4"
"2IVQ","69.99","71.98","66.17","76.88","80.85","82.65","P 1","10"
"2IVX","110.63","102.41","90.12","43.03","58.64","65.63","P 1","2"
"2IWE","109.25","94.96","99.24","42.66","49.72","66.07","P 1","4"
"2IWV","79.30","73.40","74.30","70.60","77.00","103.90","P 1","4"
"2IX8","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2IXC","89.90","78.28","82.33","44.78","56.85","90.70","P 1","4"
"2IY3","90.00","90.00","90.00","122.92","144.78","213.36","P 1","1"
"2IYR","90.00","113.99","90.00","44.44","41.84","44.41","P 1","2"
"2J24","80.49","79.61","64.66","37.50","43.72","71.27","P 1","2"
"2J28","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2J37","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2J4E","85.12","77.72","69.19","68.00","75.29","110.79","P 1","8"
"2J6I","78.07","89.41","81.27","53.36","68.14","109.15","P 1","4"
"2J6V","106.14","94.36","114.20","47.35","48.70","68.76","P 1","2"
"2J7Q","73.37","85.37","88.54","40.91","57.30","67.28","P 1","2"
"2J9I","90.00","90.00","90.00","174.00","174.00","174.00","P 1","12"
"2JAM","65.45","71.91","73.84","51.67","53.74","64.18","P 1","2"
"2JAN","74.42","83.19","82.95","71.26","78.44","81.63","P 1","4"
"2JBX","71.79","90.09","81.66","39.88","39.40","49.22","P 1","2"
"2JC3","95.59","90.06","117.61","103.05","106.95","112.11","P 1","8"
"2JCB","74.92","78.01","70.14","37.15","45.50","67.00","P 1","2"
"2JEE","104.73","97.03","93.56","40.39","40.78","80.13","P 1","4"
"2JG7","90.50","98.10","111.59","88.16","111.02","113.64","P 1","8"
"2JG8","91.34","93.34","113.68","48.09","48.07","84.70","P 1","2"
"2JG9","92.45","92.65","113.53","48.15","48.24","87.79","P 1","2"
"2JHF","104.40","101.40","71.10","50.87","44.46","94.18","P 1","2"
"2JHG","77.12","87.44","108.89","50.19","43.80","92.52","P 1","2"
"2JIW","104.97","94.09","102.48","51.40","94.13","99.81","P 1","2"
"2KKW","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2KX6","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2KX9","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2LDX","109.70","89.50","96.50","84.80","76.60","63.90","P 1","4"
"2LZT","88.53","108.57","111.85","27.28","31.98","34.29","P 1","1"
"2NLC","73.90","85.50","86.20","25.74","33.19","41.85","P 1","4"
"2NLG","73.60","85.30","86.50","25.78","33.18","41.94","P 1","4"
"2NOX","66.97","85.06","89.89","72.54","132.12","139.95","P 1","16"
"2NP5","102.31","107.25","89.71","50.72","52.23","72.85","P 1","4"
"2NVC","76.24","77.16","67.82","39.95","47.09","46.87","P 1","1"
"2NVL","105.65","105.26","92.69","76.32","102.96","104.30","P 1","10"
"2NYN","103.52","97.82","116.24","78.19","88.51","90.06","P 1","4"
"2O0Y","74.88","71.47","68.87","60.25","69.03","79.21","P 1","4"
"2O18","75.76","71.67","69.46","57.32","70.65","86.64","P 1","4"
"2O1E","103.70","100.46","96.75","45.29","54.34","62.84","P 1","2"
"2O25","85.05","80.85","75.83","41.87","68.50","91.28","P 1","2"
"2O3Q","105.89","92.10","94.81","41.94","53.28","65.92","P 1","2"
"2O3R","104.96","91.22","94.57","41.72","53.00","65.94","P 1","2"
"2O3S","104.97","91.71","95.04","42.35","53.79","66.83","P 1","2"
"2O3T","105.90","91.76","95.16","41.99","53.29","65.73","P 1","2"
"2O3U","106.08","91.92","95.18","41.97","53.09","65.68","P 1","2"
"2O49","71.60","83.92","71.07","29.66","37.00","41.25","P 1","1"
"2O4A","71.34","82.50","66.63","32.66","38.32","40.71","P 1","1"
"2O4M","90.03","100.29","94.12","56.76","68.91","89.67","P 1","4"
"2O4Q","90.05","100.42","89.96","55.29","68.30","90.03","P 1","4"
"2O6S","69.21","76.99","86.12","30.66","50.03","69.64","P 1","2"
"2O8J","81.11","75.13","88.39","56.59","70.96","83.05","P 1","4"
"2OB3","104.86","93.27","97.81","43.36","45.37","79.21","P 1","2"
"2OB7","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2OCW","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2OEQ","69.67","81.93","72.57","43.90","54.35","59.63","P 1","4"
"2OER","100.62","101.49","109.84","42.26","46.39","56.98","P 1","2"
"2OHW","89.88","108.05","110.26","34.90","39.44","48.78","P 1","2"
"2OHX","104.80","102.30","70.60","51.76","44.54","94.61","P 1","2"
"2OIF","99.17","96.97","92.43","45.74","60.56","145.80","P 1","8"
"2OIK","108.13","98.22","90.34","45.24","47.98","69.77","P 1","4"
"2OIQ","78.99","89.12","90.10","42.08","63.37","74.47","P 1","2"
"2OL7","85.68","74.05","86.45","37.13","55.33","64.79","P 1","2"
"2OL9","75.23","75.88","78.89","14.00","4.88","15.10","P 1","1"
"2OM3","90.00","90.00","90.00","241.00","241.00","241.00","P 1","1"
"2OM9","100.10","106.41","90.01","62.34","78.14","104.23","P 1","4"
"2OMQ","90.88","96.12","100.93","18.42","9.61","21.98","P 1","4"
"2OMU","74.98","80.82","67.36","45.01","54.27","68.64","P 1","1"
"2OMX","74.75","80.69","67.71","44.89","54.16","68.81","P 1","1"
"2ONA","77.18","74.69","86.93","25.86","9.70","15.85","P 1","4"
"2ONM","78.99","82.14","88.55","96.20","104.85","162.36","P 1","12"
"2OPJ","71.28","76.13","73.23","36.98","37.64","51.99","P 1","1"
"2OQA","89.07","80.01","72.14","39.13","46.81","83.57","P 1","2"
"2OQF","85.26","74.31","82.70","37.58","50.53","62.86","P 1","4"
"2OQL","104.75","93.13","97.97","43.53","45.37","79.11","P 1","2"
"2OQY","109.50","109.45","109.47","104.64","104.64","104.46","P 1","8"
"2OTC","86.99","93.11","118.81","104.03","114.69","93.78","P 1","9"
"2OV2","88.58","87.76","70.64","50.84","73.86","133.84","P 1","8"
"2OX9","67.75","76.70","85.37","48.00","53.76","59.08","P 1","4"
"2OXH","103.13","95.21","90.01","40.22","54.49","104.87","P 1","4"
"2OXY","91.90","103.86","97.51","48.29","57.44","62.47","P 1","2"
"2OY0","112.46","102.90","89.80","39.23","66.01","78.76","P 1","2"
"2OY4","77.73","80.04","77.01","33.29","47.11","61.33","P 1","2"
"2OYA","116.30","90.35","96.41","31.09","36.55","44.60","P 1","2"
"2OZO","105.91","92.94","103.72","48.30","52.93","69.33","P 1","1"
"2P0V","80.74","84.14","75.05","51.07","64.01","74.18","P 1","2"
"2P3P","86.55","79.58","68.35","43.75","48.26","54.19","P 1","2"
"2P3Y","84.81","89.14","76.47","61.76","64.25","78.52","P 1","2"
"2P4X","73.87","74.19","89.78","42.85","50.63","67.58","P 1","2"
"2P6Z","116.56","83.19","103.68","29.80","44.61","46.05","P 1","2"
"2P7U","120.38","93.89","101.18","34.38","39.72","39.57","P 1","1"
"2P8W","90.00","90.00","90.00","381.30","381.30","381.30","P 1","1"
"2P8X","90.00","90.00","90.00","381.30","381.30","381.30","P 1","1"
"2P8Y","90.00","90.00","90.00","381.30","381.30","381.30","P 1","1"
"2P8Z","90.00","90.00","90.00","381.30","381.30","381.30","P 1","1"
"2PA5","77.44","78.22","80.41","39.97","57.43","66.45","P 1","2"
"2PAA","90.34","77.20","85.03","39.85","64.54","75.94","P 1","2"
"2PBR","95.19","90.81","111.68","42.76","50.48","52.82","P 1","2"
"2PC1","94.22","109.42","113.08","35.48","37.65","41.50","P 1","1"
"2PCP","62.11","84.66","83.17","53.46","67.72","68.04","P 1","2"
"2PCX","111.80","94.90","112.40","34.90","35.20","41.60","P 1","1"
"2PD0","69.29","75.14","93.73","49.53","68.52","79.57","P 1","4"
"2PD5","75.77","67.27","76.27","40.51","47.32","47.38","P 1","1"
"2PDB","75.78","67.40","77.02","40.25","47.16","47.44","P 1","1"
"2PDC","76.08","76.26","67.64","40.46","47.14","47.22","P 1","1"
"2PDF","76.06","67.52","76.90","40.40","47.02","47.28","P 1","1"
"2PDH","75.89","77.11","67.50","40.16","47.29","46.99","P 1","1"
"2PDJ","76.11","76.68","67.88","40.39","47.10","46.16","P 1","1"
"2PDN","75.99","67.53","76.31","40.49","47.15","47.20","P 1","1"
"2PDP","76.27","67.56","76.71","40.35","47.32","47.21","P 1","1"
"2PDQ","76.07","67.22","76.89","40.32","47.13","47.40","P 1","1"
"2PDU","76.27","67.37","77.06","40.13","47.25","47.34","P 1","1"
"2PEI","89.58","81.10","80.09","70.36","71.10","113.16","P 1","12"
"2PF4","115.64","109.55","94.11","94.71","105.50","111.94","P 1","4"
"2PGJ","105.34","91.96","94.94","41.89","53.19","65.64","P 1","2"
"2PGL","105.79","92.07","95.20","41.87","53.19","65.71","P 1","2"
"2PIH","61.85","90.64","90.01","29.32","52.20","55.45","P 1","2"
"2PJU","85.03","88.56","86.94","35.66","58.54","103.58","P 1","4"
"2PK3","72.54","82.95","75.61","46.88","55.74","79.24","P 1","2"
"2PK7","76.39","76.12","73.58","29.42","34.36","35.83","P 1","2"
"2PMC","90.22","102.92","90.18","34.76","53.67","65.64","P 1","4"
"2PNL","93.06","95.03","97.56","41.70","69.26","191.39","P 1","10"
"2POS","85.20","71.27","74.63","36.22","46.00","55.73","P 1","4"
"2PR7","100.72","103.86","103.31","29.15","45.15","60.78","P 1","2"
"2PRO","104.00","102.50","91.90","47.60","54.70","64.00","P 1","3"
"2PRR","84.26","81.64","77.73","65.11","93.95","120.90","P 1","12"
"2PRV","84.54","67.52","73.12","40.13","45.20","48.08","P 1","2"
"2PS1","90.59","105.88","92.99","41.79","50.05","50.08","P 1","2"
"2PT7","111.04","95.98","104.94","86.85","86.90","104.13","P 1","6"
"2PVY","92.19","112.31","116.19","70.58","70.47","85.69","P 1","4"
"2PWD","67.20","73.40","70.90","63.40","72.00","82.00","P 1","2"
"2PWE","66.18","74.51","72.55","64.31","73.73","82.75","P 1","2"
"2PWF","81.77","81.43","89.94","63.98","85.81","122.14","P 1","4"
"2PWH","67.66","73.04","70.44","63.58","71.54","81.75","P 1","2"
"2PWJ","102.94","104.44","99.07","61.88","66.40","77.23","P 1","6"
"2PWM","71.51","88.12","83.01","48.21","58.93","92.33","P 1","8"
"2PWO","83.01","71.28","87.43","46.22","48.21","58.93","P 1","4"
"2PYT","109.99","104.79","95.38","38.15","39.04","44.92","P 1","2"
"2PZN","67.58","76.47","76.11","47.22","47.15","40.32","P 1","1"
"2PZV","90.02","89.98","110.21","34.90","50.54","72.29","P 1","4"
"2PZZ","70.34","72.61","84.30","46.52","50.15","73.82","P 1","4"
"2Q08","78.82","78.67","80.42","121.27","120.97","126.24","P 1","12"
"2Q0O","94.87","110.45","99.17","56.90","62.48","65.50","P 1","2"
"2Q0S","104.10","112.10","97.40","67.75","80.10","85.97","P 1","8"
"2Q1O","96.24","83.87","93.91","22.90","32.06","42.93","P 1","4"
"2Q2U","70.32","78.45","89.87","66.47","92.89","89.63","P 1","4"
"2Q40","74.57","74.60","84.04","40.17","43.28","52.64","P 1","1"
"2Q5C","72.94","72.98","82.07","45.95","45.95","58.28","P 1","2"
"2Q6F","111.06","104.31","91.33","53.17","54.50","66.72","P 1","2"
"2Q7Z","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2Q9Q","105.02","103.58","95.07","58.27","89.10","103.80","P 1","2"
"2QD1","102.49","108.99","105.55","61.89","88.45","93.10","P 1","4"
"2QDO","69.00","83.36","61.25","42.19","42.39","50.56","P 1","4"
"2QEE","78.85","78.95","80.92","122.00","122.21","127.58","P 1","12"
"2QFG","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2QFH","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2QFV","87.80","88.00","90.10","58.18","71.44","101.63","P 1","4"
"2QGQ","89.98","90.03","89.91","88.62","88.65","96.04","P 1","8"
"2QHA","83.03","82.42","77.61","45.18","58.78","63.46","P 1","2"
"2QI8","78.78","88.80","90.14","42.00","63.02","73.95","P 1","2"
"2QJG","89.40","85.83","82.05","94.45","102.77","156.41","P 1","20"
"2QJH","90.31","86.70","82.44","94.49","101.86","154.16","P 1","20"
"2QJI","90.05","87.97","82.04","94.14","103.54","153.99","P 1","20"
"2QKY","76.30","78.62","80.11","73.18","106.11","132.05","P 1","4"
"2QLQ","78.28","90.37","89.45","41.94","63.53","74.50","P 1","2"
"2QMH","119.50","90.02","89.96","69.06","106.37","106.49","P 1","12"
"2QMI","72.17","66.51","81.39","100.94","105.63","112.92","P 1","8"
"2QQ1","95.11","98.05","106.89","40.01","64.07","102.34","P 1","6"
"2QQ2","79.61","89.70","74.12","80.95","81.60","105.10","P 1","12"
"2QQ4","71.18","78.96","79.02","58.89","64.87","96.26","P 1","10"
"2QQ7","78.58","89.08","89.87","42.22","63.36","75.06","P 1","2"
"2QSI","107.72","99.85","101.75","31.58","41.13","46.85","P 1","2"
"2QT8","86.28","77.28","60.99","53.08","53.81","65.83","P 1","2"
"2QTJ","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2QU4","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2QUS","74.57","81.37","75.61","27.93","53.03","71.96","P 1","2"
"2QUW","74.24","81.37","75.65","28.03","53.14","72.05","P 1","2"
"2QV5","91.06","92.36","73.06","37.35","47.37","65.49","P 1","2"
"2QVH","70.53","87.22","85.56","44.54","52.88","61.45","P 1","2"
"2QX3","71.72","80.03","69.10","47.18","53.16","73.06","P 1","2"
"2QXZ","71.90","80.23","69.11","47.33","53.17","73.22","P 1","2"
"2QY1","71.64","80.15","68.96","47.58","53.31","73.21","P 1","2"
"2R0H","73.00","90.70","76.40","47.90","59.70","60.20","P 1","4"
"2R0L","98.39","96.24","100.77","38.82","48.23","97.05","P 1","1"
"2R0W","92.51","94.96","90.55","42.79","43.33","58.46","P 1","1"
"2R1S","98.64","105.43","100.67","25.38","25.67","29.92","P 1","2"
"2R20","98.62","105.58","100.92","25.28","25.80","29.99","P 1","2"
"2R21","98.13","106.15","100.83","25.25","25.65","29.72","P 1","2"
"2R22","97.97","106.69","101.62","25.28","25.50","29.60","P 1","2"
"2R26","99.34","98.34","114.38","67.71","74.22","89.87","P 1","4"
"2R2Q","111.09","95.91","108.05","36.86","38.19","45.75","P 1","2"
"2R5I","87.56","85.66","68.16","81.16","105.04","235.75","P 1","15"
"2R6G","87.13","82.43","75.75","73.26","95.86","109.99","P 1","2"
"2R7A","70.25","79.02","90.22","54.70","73.31","73.32","P 1","4"
"2R7D","60.08","89.57","71.11","65.76","92.21","92.35","P 1","3"
"2R7G","94.34","92.69","105.79","57.71","57.71","92.27","P 1","2"
"2R8E","118.84","118.77","90.06","82.88","83.00","85.86","P 1","8"
"2R9E","99.35","98.19","113.89","67.06","73.50","89.98","P 1","4"
"2R9G","90.01","88.69","86.05","82.78","103.39","103.37","P 1","16"
"2RAO","67.23","66.35","60.68","54.61","54.86","64.02","P 1","2"
"2RB3","89.96","80.84","71.49","40.15","41.09","65.93","P 1","4"
"2RCJ","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2RCV","99.13","105.98","105.58","68.37","84.03","91.95","P 1","8"
"2RDE","99.88","97.09","106.80","47.01","55.40","58.04","P 1","2"
"2RE2","72.03","71.81","87.25","36.38","36.56","51.64","P 1","2"
"2REC","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2RET","65.00","69.19","69.49","63.29","79.14","82.08","P 1","4"
"2RFF","77.24","73.72","78.30","25.01","29.88","35.20","P 1","1"
"2RFO","62.00","82.00","86.00","62.00","100.00","104.00","P 1","2"
"2RFQ","83.78","75.95","89.99","73.28","76.14","80.88","P 1","4"
"2RG7","71.44","77.80","89.90","54.82","73.28","72.38","P 1","4"
"2RGN","80.87","85.16","87.09","67.19","68.06","138.02","P 1","2"
"2RGV","82.05","79.98","61.63","41.25","42.70","53.02","P 1","2"
"2RH0","74.51","81.06","81.22","44.57","64.50","64.42","P 1","4"
"2RI4","110.64","91.90","108.94","52.69","68.32","95.60","P 1","4"
"2SEC","69.51","83.67","75.32","38.31","41.41","56.50","P 1","1"
"2SLI","113.48","95.41","107.31","46.36","69.28","72.47","P 1","1"
"2TMV","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2TNF","114.81","103.65","91.05","48.21","48.30","51.10","P 1","3"
"2UUV","114.00","93.00","103.00","77.80","98.00","107.00","P 1","4"
"2UXQ","98.90","98.98","113.88","59.32","73.28","126.41","P 1","4"
"2UYL","111.05","90.39","106.83","75.06","75.22","98.41","P 1","4"
"2UZ6","90.14","80.01","70.64","72.54","85.75","121.67","P 1","10"
"2V01","88.57","87.03","82.95","24.58","29.95","53.61","P 1","1"
"2V02","89.84","85.68","82.80","24.41","29.32","53.32","P 1","1"
"2V0P","81.31","87.94","69.83","44.63","48.31","71.96","P 1","2"
"2V1R","86.85","65.46","62.04","36.44","39.09","39.14","P 1","3"
"2V2U","108.53","94.08","99.37","34.91","46.32","53.32","P 1","2"
"2V2W","81.98","76.26","77.85","50.77","63.60","74.99","P 1","2"
"2V2X","81.83","76.21","77.73","50.31","63.61","74.74","P 1","2"
"2V3U","66.88","79.31","86.46","36.80","40.31","44.39","P 1","1"
"2V50","86.99","69.70","88.16","125.05","134.58","151.02","P 1","6"
"2V57","63.88","88.34","88.13","48.30","62.44","70.64","P 1","4"
"2V6L","90.00","90.00","90.00","159.00","159.00","120.68","P 1","28"
"2V7B","70.06","79.95","81.11","74.55","74.55","89.90","P 1","2"
"2V8V","67.45","67.81","62.75","77.48","84.90","104.85","P 1","4"
"2VAE","90.07","96.87","97.01","71.35","79.51","83.01","P 1","8"
"2VAK","93.81","105.05","98.16","103.21","129.91","144.04","P 1","12"
"2VAZ","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2VB1","87.98","108.00","112.11","27.07","31.25","33.76","P 1","1"
"2VCK","92.26","109.07","106.58","53.56","67.57","81.28","P 1","4"
"2VCV","89.76","89.72","89.73","90.18","92.06","113.54","P 1","16"
"2VDC","90.00","90.00","90.00","1.00","1.00","1.00","P 1","6"
"2VDW","94.22","92.95","108.26","60.89","61.02","225.78","P 1","4"
"2VDX","81.94","84.06","65.39","39.94","39.74","112.11","P 1","2"
"2VDY","83.09","85.70","69.42","38.67","39.76","111.59","P 1","2"
"2VF9","93.27","90.00","119.44","281.40","285.40","472.50","P 1","3"
"2VFZ","83.34","83.95","70.14","44.74","64.76","66.47","P 1","2"
"2VGR","75.53","70.74","71.13","53.99","70.04","81.67","P 1","4"
"2VHS","105.67","104.97","105.05","56.83","58.10","70.21","P 1","4"
"2VI5","64.32","64.41","63.60","77.03","76.69","86.25","P 1","10"
"2VLL","82.33","76.44","78.42","49.62","62.33","74.52","P 1","2"
"2VLR","110.29","98.64","93.59","48.62","95.52","122.04","P 1","2"
"2VMK","94.95","102.03","91.77","73.24","75.57","109.37","P 1","4"
"2VOC","83.33","66.62","78.08","36.76","38.40","41.88","P 1","2"
"2VOY","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"2VPF","105.44","93.71","101.49","45.47","68.47","85.82","P 1","8"
"2VPN","80.80","85.80","77.90","48.30","52.20","63.50","P 1","2"
"2VPO","80.80","85.70","78.00","48.60","52.10","63.70","P 1","2"
"2VR3","85.44","81.84","82.45","35.43","61.84","81.78","P 1","2"
"2VRH","90.00","90.00","90.00","406.40","406.40","406.40","P 1","1"
"2VRO","111.18","90.48","113.27","57.98","67.69","77.62","P 1","2"
"2VS0","67.41","84.51","88.76","25.77","39.07","43.03","P 1","2"
"2VSO","91.70","102.01","115.30","69.26","69.80","101.97","P 1","2"
"2VT1","102.52","110.97","94.30","25.03","30.75","32.10","P 1","1"
"2VT4","67.60","73.30","85.80","55.50","86.80","95.50","P 1","4"
"2VUE","81.22","90.70","65.42","55.09","55.54","119.83","P 1","2"
"2VUF","81.69","90.73","65.83","55.18","55.32","119.83","P 1","2"
